emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_name
23396,Hilari,Fairtlough,1/2/1965,12/15/1986,1/1/9999,Technique Leader,Production
22926,Manibrata,Genther,1/1/1965,1/15/1988,1/1/9999,Senior Engineer,Production
22502,Rutger,Binkley,1/29/1965,10/16/1989,11/2/2001,Senior Engineer,Production
22455,Barry,Unno,1/6/1965,11/16/1990,1/1/9999,Staff,Marketing
22451,Jasminko,Bresenham,1/27/1965,12/16/1987,1/19/1994,Senior Staff,Research
22415,Perla,Jumpertz,1/20/1965,8/24/1994,1/1/9999,Senior Staff,Sales
22185,Huai,Birch,1/29/1965,6/12/2002,1/1/9999,Assistant Engineer,Production
22027,Sangeeta,Georg,1/27/1965,7/31/1992,3/14/1998,Staff,Finance
21909,Mohammed,Brizzi,1/4/1965,12/28/1991,1/1/9999,Senior Staff,Sales
21843,Karsten,Azadmanesh,1/9/1965,11/29/1985,1/1/9999,Senior Engineer,Development
21546,Yongmin,Lanteri,1/1/1965,2/16/1988,3/19/2002,Senior Staff,Sales
21534,Alagu,Luders,1/12/1965,4/3/1996,12/14/1997,Staff,Finance
21188,Piyush,Danecki,1/21/1965,1/8/2000,1/1/9999,Engineer,Development
21181,Jianhui,Cangellaris,1/21/1965,10/6/1991,1/1/9999,Engineer,Production
20885,Otmar,Rothenberg,1/21/1965,3/14/1989,1/1/9999,Senior Engineer,Production
20720,Heejo,Brodie,1/17/1965,12/27/1996,5/17/1997,Senior Staff,Human Resources
20712,Valeri,Escriba,1/26/1965,4/9/1994,5/2/1998,Engineer,Production
20500,Christoph,Trystram,1/30/1965,10/15/1993,1/1/9999,Senior Staff,Customer Service
20313,Candida,Benveniste,1/24/1965,1/20/1999,1/1/9999,Engineer,Production
20248,Vidar,Demri,1/12/1965,12/31/1999,1/1/9999,Staff,Customer Service
20129,Rafael,Skafidas,1/10/1965,3/28/1991,1/1/9999,Senior Engineer,Production
20128,Kazunori,Peak,1/23/1965,8/13/1999,1/1/9999,Senior Staff,Customer Service
20100,Utz,Heuter,1/18/1965,6/15/1986,1/1/9999,Staff,Marketing
19803,Ziva,Kowalchuk,1/30/1965,6/13/1987,1/1/9999,Senior Engineer,Development
19350,Satoru,Yoshizawa,1/19/1965,3/27/1994,1/1/9999,Staff,Customer Service
19236,Elzbieta,Morris,1/24/1965,7/12/1988,1/1/9999,Senior Engineer,Production
18810,Taiji,Jarecki,1/9/1965,6/27/1991,1/1/9999,Senior Engineer,Development
18617,Surveyors,Crouzet,1/21/1965,4/24/1989,1/1/9999,Senior Staff,Human Resources
18583,Stafford,Honglei,1/3/1965,8/16/1998,1/1/9999,Staff,Customer Service
18424,Filipp,Rousseau,1/19/1965,6/7/1995,1/1/9999,Engineer,Development
18187,Denis,Falster,1/8/1965,12/21/1998,6/3/1999,Staff,Research
18021,Adil,Matzke,1/7/1965,5/8/1987,1/1/9999,Senior Engineer,Development
17988,Mabhin,Calkin,1/31/1965,11/30/1989,1/1/9999,Senior Engineer,Production
17970,Filipp,Carrere,1/6/1965,1/9/1989,1/1/9999,Technique Leader,Production
17799,Gro,Gini,1/28/1965,9/28/1997,7/11/2001,Engineer,Development
17731,Gennady,Roison,1/16/1965,12/6/1989,1/1/9999,Engineer,Development
17618,Teiji,Picco,1/12/1965,9/17/1992,11/8/1999,Staff,Research
17447,Zengping,Boreale,1/11/1965,12/16/1998,1/1/9999,Staff,Sales
17369,Yaghout,Kenevan,1/31/1965,1/28/1993,9/15/2000,Senior Engineer,Development
17206,Berry,DeMori,1/2/1965,12/27/1992,1/1/9999,Engineer,Production
17013,Morris,Garigliano,1/15/1965,5/24/1995,1/1/9999,Staff,Finance
16528,Gaurav,Swick,1/21/1965,5/7/1996,1/1/9999,Engineer,Production
16461,Remmert,Schahn,1/14/1965,9/6/1986,1/1/9999,Staff,Sales
15413,Arvin,Rabejac,1/17/1965,1/1/1994,1/1/9999,Senior Engineer,Development
15376,Geoff,Soicher,1/10/1965,8/14/1988,3/1/2001,Staff,Research
15058,Bouchung,Bugrara,1/30/1965,6/18/1990,1/1/9999,Staff,Finance
15050,Nikolaos,Kruskal,1/18/1965,12/17/1990,1/1/9999,Senior Engineer,Production
14907,Nakhoon,Luga,1/14/1965,12/18/1986,1/1/9999,Staff,Sales
14551,Richard,Sinitsyn,1/18/1965,6/27/1993,9/16/1993,Senior Staff,Sales
14476,Sastry,Marrevee,1/19/1965,9/25/1999,1/1/9999,Engineer,Production
14158,Caolyn,Setiz,1/22/1965,2/6/1990,1/1/9999,Staff,Sales
14127,Magdalena,Cannard,1/10/1965,4/22/1994,1/1/9999,Engineer,Production
14104,Sudhanshu,Demian,1/3/1965,7/23/1994,1/1/9999,Staff,Human Resources
14075,Denny,Tchuente,1/3/1965,5/30/1991,1/1/9999,Engineer,Development
13957,Angus,Chelton,1/10/1965,4/18/1986,2/2/1987,Senior Engineer,Quality Management
13499,Kazuhiko,Sidou,1/16/1965,9/1/1991,1/1/9999,Technique Leader,Production
12643,Morrie,Schurmann,1/30/1965,12/31/1998,1/1/9999,Staff,Finance
12408,Rasiah,Sudkamp,1/10/1965,4/18/1995,1/1/9999,Senior Engineer,Development
12155,Keiichiro,Glinert,1/21/1965,9/16/1993,1/1/9999,Senior Engineer,Production
11432,Yongmao,Zwicker,1/15/1965,10/19/1987,9/13/1997,Engineer,Production
11157,Mario,Cochrane,2/1/1965,3/30/1985,2/6/1991,Engineer,Development
11126,Hideo,Daescu,1/8/1965,2/25/1992,4/4/2002,Staff,Research
11015,Jeanna,Riesenhuber,1/24/1965,3/14/1998,2/22/2000,Senior Staff,Sales
10933,Juyoung,Seghrouchni,1/24/1965,8/2/1993,1/1/9999,Senior Engineer,Production
10762,Lech,Himler,1/19/1965,1/21/1992,1/1/9999,Staff,Research
10663,Teunis,Noriega,1/9/1965,2/12/1999,1/1/9999,Technique Leader,Production
10480,Make,Baba,1/25/1965,5/18/1988,6/3/1989,Staff,Finance
10476,Kokou,Iisaka,1/1/1965,9/20/1987,1/1/9999,Senior Staff,Research
10410,Takahito,Gecsei,1/19/1965,10/16/1993,7/21/1996,Staff,Sales
10291,Dipayan,Seghrouchni,1/23/1965,3/30/1987,1/1/9999,Senior Staff,Sales
10122,Ohad,Esposito,1/19/1965,8/6/1998,1/1/9999,Technique Leader,Development
10095,Hilari,Morton,1/3/1965,3/10/1994,1/1/9999,Staff,Sales
